Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Distributor Location,Manufacturer Location,Raw Material Supplier Location,Stock at Distributor,Stock Status,Sales Quantity,Sale Date
M-1006,O-23060,Omeprazole,Treats GERD and other stomach issues.,B-8327,2022-07-07,21900,Ret,Chennai,9,2024-02-06,-310.0,Chennai,Bangalore,Ahmedabad,Delhi,0,,6290.0,2023-10-28
M-1009,O-42321,Cefixime,Antibiotic for respiratory and UTI infections.,B-9297,2023-09-07,47070,Dis,Hyderabad,20,2026-08-11,607.0,Bangalore,Hyderabad,Mumbai,Chennai,25706,Understock,,2024-04-28
M-1009,O-44754,Cefixime,Antibiotic for respiratory and UTI infections.,B-2256,2024-11-17,6520,Man,Kolkata,27,2027-09-23,1015.0,Pune,Kolkata,Kolkata,Lucknow,0,,,2024-11-21
M-1012,O-66063,Levofloxacin,Antibiotic for bacterial infections.,B-6934,2024-10-21,99740,RMS,Jaipur,52,2026-02-24,,Kolkata,Lucknow,Hyderabad,Jaipur,0,,,2024-11-03
M-1002,O-29162,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2919,2024-07-01,3510,Ret,Hyderabad,21,2026-11-20,708.0,Hyderabad,Kolkata,Pune,Ahmedabad,0,,1720.0,2024-10-29
M-1003,O-28576,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7731,2024-07-21,82316,Man,Lucknow,9,2025-11-07,330.0,Chennai,Kolkata,Lucknow,Mumbai,0,,,2024-11-16
M-1002,O-69877,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3214,2020-10-27,70260,Man,Hyderabad,22,2022-11-09,-764.0,Hyderabad,Chennai,Hyderabad,Lucknow,0,,,2024-05-31
M-1012,O-61089,Levofloxacin,Antibiotic for bacterial infections.,B-6300,2022-03-05,17490,Ret,Jaipur,7,2023-10-28,-411.0,Jaipur,Chennai,Chennai,Jaipur,0,,3030.0,2022-11-24
M-1012,O-36817,Levofloxacin,Antibiotic for bacterial infections.,B-8394,2020-08-06,63320,Man,Bangalore,5,2021-02-12,-1399.0,Bangalore,Hyderabad,Bangalore,Bangalore,0,,,2024-07-13
M-1002,O-30093,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2434,2021-01-22,34870,Man,Ahmedabad,30,2022-09-04,-830.0,Mumbai,Lucknow,Ahmedabad,Delhi,0,,,2021-03-12
M-1002,O-21789,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9291,2022-10-24,7400,RMS,Kolkata,780,2024-09-21,,Delhi,Jaipur,Delhi,Kolkata,0,,,2024-05-24
M-1002,O-28344,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-4127,2023-08-14,33530,Dis,Bangalore,27,2024-04-23,-233.0,Hyderabad,Bangalore,Chennai,Mumbai,36213,Understock,,2024-01-17
M-1013,O-63800,Montelukast,Prevents asthma & seasonal allergies.,B-6862,2023-08-25,73740,Man,Kolkata,21,2026-06-13,548.0,Mumbai,Lucknow,Kolkata,Kolkata,0,,,2024-09-12
M-1001,O-93688,Amoxicillin,Antibiotic for bacterial infections.,B-4870,2023-04-02,31080,Ret,Mumbai,22,2023-12-16,-362.0,Mumbai,Chennai,Ahmedabad,Chennai,0,,5860.0,2023-06-19
M-1013,O-88609,Montelukast,Prevents asthma & seasonal allergies.,B-2657,2024-11-10,37240,Ret,Kolkata,23,2027-09-22,1014.0,Kolkata,Chennai,Jaipur,Bangalore,0,,4260.0,2024-11-24
M-1009,O-34752,Cefixime,Antibiotic for respiratory and UTI infections.,B-5080,2023-08-10,5360,Ret,Ahmedabad,4,2024-04-07,-249.0,Ahmedabad,Lucknow,Hyderabad,Delhi,0,,8140.0,2024-03-15
M-1002,O-98552,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3929,2024-06-05,41900,Ret,Pune,4,2025-10-13,305.0,Pune,Mumbai,Mumbai,Bangalore,0,,3730.0,2024-09-28
M-1010,O-26785,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-1563,2023-01-23,76800,Dis,Hyderabad,7,2025-09-28,290.0,Ahmedabad,Hyderabad,Ahmedabad,Chennai,28045,Optimal,,2023-05-14
M-1009,O-60001,Cefixime,Antibiotic for respiratory and UTI infections.,B-1374,2024-06-11,64896,Dis,Mumbai,8,2027-04-19,858.0,Chennai,Mumbai,Bangalore,Delhi,21641,Understock,,2024-08-13
M-1006,O-40448,Omeprazole,Treats GERD and other stomach issues.,B-2120,2024-03-25,77000,Ret,Kolkata,13,2024-11-16,-26.0,Kolkata,Bangalore,Delhi,Pune,0,,4000.0,2024-09-10
M-1001,O-26759,Amoxicillin,Antibiotic for bacterial infections.,B-7259,2022-01-05,71880,Man,Hyderabad,15,2023-11-29,-379.0,Mumbai,Kolkata,Hyderabad,Chennai,0,,,2024-07-30
M-1008,O-63619,Dolo 650,Brand of paracetamol for pain & fever.,B-3744,2021-03-22,71870,Man,Mumbai,19,2023-04-17,-605.0,Ahmedabad,Bangalore,Mumbai,Delhi,0,,,2021-08-18
M-1002,O-23018,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9510,2022-04-18,22560,RMS,Bangalore,969,2023-08-07,,Hyderabad,Delhi,Mumbai,Bangalore,0,,,2024-11-30
M-1012,O-72470,Levofloxacin,Antibiotic for bacterial infections.,B-9318,2024-08-16,83300,RMS,Kolkata,118,2025-05-31,,Kolkata,Bangalore,Lucknow,Kolkata,0,,,2024-10-06
M-1009,O-81805,Cefixime,Antibiotic for respiratory and UTI infections.,B-2548,2020-11-01,48510,Ret,Chennai,13,2021-06-14,-1277.0,Chennai,Ahmedabad,Jaipur,Kolkata,0,,3230.0,2021-07-03
M-1000,O-77789,Paracetamol,Relieves fever & mild to moderate pain.,B-8157,2020-07-31,55890,Dis,Jaipur,24,2023-04-05,-617.0,Mumbai,Jaipur,Chennai,Chennai,35541,Understock,,2022-09-16
M-1013,O-64687,Montelukast,Prevents asthma & seasonal allergies.,B-4938,2020-12-25,36740,Ret,Jaipur,1,2023-10-23,-416.0,Jaipur,Ahmedabad,Bangalore,Delhi,0,,6010.0,2021-09-03
M-1012,O-26318,Levofloxacin,Antibiotic for bacterial infections.,B-4580,2020-03-31,91460,Man,Delhi,5,2022-09-27,-807.0,Ahmedabad,Jaipur,Delhi,Ahmedabad,0,,,2024-02-04
M-1013,O-48708,Montelukast,Prevents asthma & seasonal allergies.,B-3006,2020-12-14,34800,Dis,Pune,16,2023-03-12,-641.0,Chennai,Pune,Lucknow,Mumbai,3099,Understock,,2024-08-05
M-1001,O-39370,Amoxicillin,Antibiotic for bacterial infections.,B-4369,2020-12-02,41010,Man,Hyderabad,5,2022-06-01,-925.0,Lucknow,Delhi,Hyderabad,Mumbai,0,,,2023-10-06
M-1005,O-61992,Metformin,Controls blood sugar in type 2 diabetes.,B-8435,2021-01-10,2850,Ret,Jaipur,8,2022-06-05,-921.0,Jaipur,Chennai,Hyderabad,Jaipur,0,,4010.0,2023-11-17
M-1006,O-63988,Omeprazole,Treats GERD and other stomach issues.,B-3243,2023-08-22,49950,Man,Pune,14,2024-12-19,7.0,Bangalore,Chennai,Pune,Hyderabad,0,,,2024-08-12
M-1000,O-62267,Paracetamol,Relieves fever & mild to moderate pain.,B-5142,2022-07-16,69820,RMS,Kolkata,880,2025-01-30,,Kolkata,Ahmedabad,Delhi,Kolkata,0,,,2024-04-06
M-1008,O-94269,Dolo 650,Brand of paracetamol for pain & fever.,B-8315,2022-03-24,31760,Dis,Chennai,13,2024-03-29,-258.0,Pune,Chennai,Jaipur,Hyderabad,1447,Understock,,2023-10-14
M-1013,O-47051,Montelukast,Prevents asthma & seasonal allergies.,B-9835,2022-06-11,32580,Ret,Ahmedabad,1,2025-06-01,171.0,Ahmedabad,Bangalore,Delhi,Chennai,0,,7920.0,2022-08-27
M-1004,O-86282,Azithromycin,Antibiotic for bacterial infections.,B-8034,2022-12-14,44660,RMS,Mumbai,729,2025-06-27,,Lucknow,Ahmedabad,Lucknow,Mumbai,0,,,2024-04-01
M-1008,O-86078,Dolo 650,Brand of paracetamol for pain & fever.,B-7512,2022-06-30,71300,Ret,Lucknow,14,2024-10-22,-51.0,Lucknow,Delhi,Jaipur,Ahmedabad,0,,6240.0,2023-10-05
M-1001,O-69528,Amoxicillin,Antibiotic for bacterial infections.,B-5498,2022-09-10,28320,Man,Pune,11,2024-09-28,-75.0,Ahmedabad,Lucknow,Pune,Mumbai,0,,,2023-10-16
M-1012,O-67539,Levofloxacin,Antibiotic for bacterial infections.,B-7641,2022-08-20,7990,Man,Delhi,3,2024-09-20,-83.0,Bangalore,Hyderabad,Delhi,Hyderabad,0,,,2022-08-28
M-1003,O-26071,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7469,2023-12-02,97190,Ret,Bangalore,5,2026-05-22,526.0,Bangalore,Jaipur,Chennai,Kolkata,0,,9860.0,2023-12-29
M-1005,O-82740,Metformin,Controls blood sugar in type 2 diabetes.,B-7751,2019-12-18,18520,Ret,Delhi,28,2020-07-03,-1623.0,Delhi,Chennai,Chennai,Pune,0,,4420.0,2023-01-18
M-1002,O-12485,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6538,2021-10-24,8200,Man,Bangalore,1,2023-12-20,-358.0,Hyderabad,Jaipur,Bangalore,Delhi,0,,,2022-02-26
M-1011,O-85195,Pantoprazole,Treats stomach & esophagus problems.,B-3291,2024-07-24,43380,Dis,Lucknow,5,2026-12-10,728.0,Hyderabad,Lucknow,Delhi,Hyderabad,33298,Understock,,2024-09-14
M-1000,O-83743,Paracetamol,Relieves fever & mild to moderate pain.,B-9296,2021-06-23,78620,Ret,Mumbai,6,2022-08-04,-861.0,Mumbai,Ahmedabad,Delhi,Bangalore,0,,8460.0,2023-05-08
M-1008,O-60945,Dolo 650,Brand of paracetamol for pain & fever.,B-1181,2020-11-09,49630,Dis,Hyderabad,25,2022-01-02,-1075.0,Hyderabad,Hyderabad,Pune,Mumbai,12039,Understock,,2023-04-28
M-1004,O-95993,Azithromycin,Antibiotic for bacterial infections.,B-5441,2020-03-01,2340,Ret,Delhi,5,2022-05-03,-954.0,Delhi,Jaipur,Kolkata,Hyderabad,0,,6020.0,2023-10-06
M-1002,O-99699,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1085,2020-07-15,5500,Dis,Lucknow,10,2023-02-02,-679.0,Bangalore,Lucknow,Lucknow,Jaipur,24639,Understock,,2021-06-29
M-1005,O-80348,Metformin,Controls blood sugar in type 2 diabetes.,B-7954,2021-01-08,18170,Man,Hyderabad,11,2023-12-25,-353.0,Jaipur,Kolkata,Hyderabad,Kolkata,0,,,2022-05-13
M-1010,O-83974,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5742,2022-04-02,33700,RMS,Jaipur,985,2025-03-18,,Ahmedabad,Mumbai,Jaipur,Jaipur,0,,,2024-03-31
M-1013,O-59300,Montelukast,Prevents asthma & seasonal allergies.,B-2378,2020-05-06,76780,Dis,Kolkata,12,2021-01-07,-1435.0,Jaipur,Kolkata,Delhi,Hyderabad,4801,Understock,,2020-12-28
M-1011,O-61445,Pantoprazole,Treats stomach & esophagus problems.,B-1674,2022-02-06,4760,Ret,Mumbai,3,2024-10-31,-42.0,Mumbai,Bangalore,Jaipur,Pune,0,,2520.0,2024-07-04
M-1002,O-85530,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1498,2023-05-08,8870,RMS,Hyderabad,584,2024-11-12,,Ahmedabad,Chennai,Ahmedabad,Hyderabad,0,,,2024-11-11
M-1008,O-21680,Dolo 650,Brand of paracetamol for pain & fever.,B-2004,2022-07-10,5800,Dis,Kolkata,13,2025-04-15,124.0,Lucknow,Kolkata,Pune,Hyderabad,24447,Understock,,2024-01-05
M-1007,O-75397,Cetirizine,Antihistamine for allergy symptoms.,B-3757,2023-08-24,59290,Ret,Mumbai,3,2025-12-10,363.0,Mumbai,Pune,Chennai,Hyderabad,0,,3870.0,2023-11-06
M-1009,O-25580,Cefixime,Antibiotic for respiratory and UTI infections.,B-1414,2023-05-25,16310,RMS,Bangalore,567,2024-07-10,,Mumbai,Hyderabad,Kolkata,Bangalore,0,,,2024-06-27
M-1008,O-56630,Dolo 650,Brand of paracetamol for pain & fever.,B-4386,2021-04-21,1910,Dis,Kolkata,23,2022-10-12,-792.0,Ahmedabad,Kolkata,Hyderabad,Ahmedabad,23886,Understock,,2023-04-22
M-1005,O-23908,Metformin,Controls blood sugar in type 2 diabetes.,B-4276,2020-10-24,61850,Ret,Kolkata,16,2023-02-19,-662.0,Kolkata,Bangalore,Delhi,Lucknow,0,,3750.0,2021-02-19
M-1012,O-27826,Levofloxacin,Antibiotic for bacterial infections.,B-9732,2023-10-06,45180,Man,Kolkata,15,2026-05-20,524.0,Hyderabad,Bangalore,Kolkata,Jaipur,0,,,2024-05-22
M-1000,O-95555,Paracetamol,Relieves fever & mild to moderate pain.,B-3548,2023-01-29,55580,RMS,Delhi,683,2025-02-15,,Lucknow,Bangalore,Jaipur,Delhi,0,,,2024-12-05
M-1008,O-90840,Dolo 650,Brand of paracetamol for pain & fever.,B-6820,2021-07-30,85540,Ret,Jaipur,6,2024-02-17,-299.0,Jaipur,Jaipur,Delhi,Hyderabad,0,,7150.0,2023-01-12
M-1009,O-83514,Cefixime,Antibiotic for respiratory and UTI infections.,B-7544,2023-09-24,51670,Ret,Jaipur,29,2025-03-09,87.0,Jaipur,Pune,Delhi,Pune,0,,3410.0,2023-10-12
M-1014,O-12489,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5459,2024-10-01,99050,Man,Bangalore,21,2025-11-29,352.0,Hyderabad,Mumbai,Bangalore,Chennai,0,,,2024-10-25
M-1004,O-28124,Azithromycin,Antibiotic for bacterial infections.,B-4097,2023-09-22,7400,Man,Mumbai,17,2024-05-16,-210.0,Hyderabad,Pune,Mumbai,Hyderabad,0,,,2024-08-29
M-1010,O-27871,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5546,2023-12-07,49660,Dis,Chennai,19,2025-10-13,305.0,Delhi,Chennai,Kolkata,Pune,18863,Understock,,2024-06-29
M-1002,O-21466,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3351,2022-12-10,25100,Man,Lucknow,29,2024-12-19,7.0,Delhi,Lucknow,Lucknow,Delhi,0,,,2023-12-27
M-1009,O-85211,Cefixime,Antibiotic for respiratory and UTI infections.,B-9758,2022-02-20,65960,Ret,Mumbai,9,2023-09-05,-464.0,Mumbai,Kolkata,Hyderabad,Hyderabad,0,,5020.0,2023-12-15
M-1011,O-76538,Pantoprazole,Treats stomach & esophagus problems.,B-9304,2019-12-18,77490,Ret,Delhi,30,2021-10-12,-1157.0,Delhi,Bangalore,Pune,Ahmedabad,0,,3060.0,2024-05-05
M-1012,O-92981,Levofloxacin,Antibiotic for bacterial infections.,B-7269,2021-11-20,79100,Dis,Mumbai,14,2024-02-13,-303.0,Bangalore,Mumbai,Kolkata,Kolkata,1963,Understock,,2021-11-26
M-1004,O-63833,Azithromycin,Antibiotic for bacterial infections.,B-8383,2023-01-20,45240,Dis,Lucknow,13,2025-07-08,208.0,Lucknow,Lucknow,Hyderabad,Hyderabad,45489,Understock,,2024-10-26
M-1008,O-79471,Dolo 650,Brand of paracetamol for pain & fever.,B-1364,2020-06-15,39440,Dis,Mumbai,1,2021-07-24,-1237.0,Bangalore,Mumbai,Pune,Pune,12871,Understock,,2024-02-17
M-1001,O-74054,Amoxicillin,Antibiotic for bacterial infections.,B-7888,2021-07-16,117108,RMS,Mumbai,1245,2022-01-24,,Bangalore,Delhi,Chennai,Mumbai,0,,,2024-04-16
M-1010,O-59711,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8585,2021-02-13,3350,Dis,Kolkata,11,2022-02-01,-1045.0,Bangalore,Kolkata,Ahmedabad,Chennai,21599,Understock,,2021-04-05
M-1014,O-91433,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3390,2022-03-19,51160,RMS,Chennai,999,2024-07-05,,Ahmedabad,Ahmedabad,Chennai,Chennai,0,,,2024-06-15
M-1006,O-21445,Omeprazole,Treats GERD and other stomach issues.,B-2438,2022-08-29,24110,Man,Bangalore,15,2023-02-28,-653.0,Jaipur,Pune,Bangalore,Mumbai,0,,,2024-12-02
M-1009,O-88967,Cefixime,Antibiotic for respiratory and UTI infections.,B-4011,2020-03-13,77190,RMS,Ahmedabad,1735,2021-12-12,,Jaipur,Bangalore,Bangalore,Ahmedabad,0,,,2023-12-04
M-1009,O-15677,Cefixime,Antibiotic for respiratory and UTI infections.,B-9186,2021-03-21,58060,Dis,Mumbai,23,2022-08-07,-858.0,Ahmedabad,Mumbai,Jaipur,Lucknow,28520,Understock,,2024-09-25
M-1006,O-56614,Omeprazole,Treats GERD and other stomach issues.,B-9815,2021-09-12,9580,Man,Ahmedabad,25,2024-07-24,-141.0,Mumbai,Jaipur,Ahmedabad,Ahmedabad,0,,,2022-09-12
M-1002,O-19655,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6312,2021-12-03,91010,Dis,Chennai,24,2023-03-18,-635.0,Kolkata,Chennai,Pune,Hyderabad,11700,Optimal,,2024-08-08
M-1006,O-12090,Omeprazole,Treats GERD and other stomach issues.,B-2393,2024-07-02,56720,Man,Lucknow,18,2025-04-10,119.0,Delhi,Kolkata,Lucknow,Lucknow,0,,,2024-07-19
M-1008,O-26353,Dolo 650,Brand of paracetamol for pain & fever.,B-5574,2024-12-01,89970,Man,Chennai,6,2026-05-03,507.0,Mumbai,Mumbai,Chennai,Hyderabad,0,,,2024-12-03
M-1011,O-32322,Pantoprazole,Treats stomach & esophagus problems.,B-7076,2022-04-23,44700,RMS,Bangalore,964,2023-11-04,,Hyderabad,Pune,Mumbai,Bangalore,0,,,2024-05-22
M-1014,O-98949,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7527,2023-10-18,9590,Man,Ahmedabad,27,2026-06-07,542.0,Bangalore,Ahmedabad,Ahmedabad,Kolkata,0,,,2023-11-01
M-1005,O-87622,Metformin,Controls blood sugar in type 2 diabetes.,B-3197,2021-12-08,40120,Ret,Bangalore,18,2022-11-26,-747.0,Bangalore,Pune,Mumbai,Jaipur,0,,5500.0,2024-05-19
M-1005,O-43454,Metformin,Controls blood sugar in type 2 diabetes.,B-1519,2021-10-13,94640,Man,Lucknow,5,2024-06-29,-166.0,Pune,Kolkata,Lucknow,Bangalore,0,,,2022-08-08
M-1007,O-68824,Cetirizine,Antihistamine for allergy symptoms.,B-8419,2022-08-11,32490,Ret,Ahmedabad,28,2024-09-12,-91.0,Ahmedabad,Pune,Kolkata,Delhi,0,,5840.0,2023-10-03
M-1009,O-54147,Cefixime,Antibiotic for respiratory and UTI infections.,B-1196,2024-06-28,55596,Ret,Chennai,9,2027-02-14,794.0,Chennai,Ahmedabad,Lucknow,Mumbai,0,,9720.0,2024-09-01
M-1001,O-75669,Amoxicillin,Antibiotic for bacterial infections.,B-1501,2024-11-11,67240,RMS,Hyderabad,31,2027-10-17,,Kolkata,Pune,Chennai,Hyderabad,0,,,2024-12-08
M-1002,O-25093,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8871,2023-08-27,71690,RMS,Ahmedabad,473,2025-04-11,,Pune,Mumbai,Jaipur,Ahmedabad,0,,,2024-07-05
M-1012,O-20483,Levofloxacin,Antibiotic for bacterial infections.,B-3875,2021-08-18,11190,RMS,Kolkata,1212,2022-05-13,,Bangalore,Kolkata,Bangalore,Kolkata,0,,,2023-12-29
M-1003,O-38683,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8827,2024-04-09,89700,Man,Lucknow,7,2025-05-07,146.0,Chennai,Lucknow,Lucknow,Pune,0,,,2024-06-21
M-1014,O-28784,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3095,2023-12-07,51790,Man,Hyderabad,18,2026-05-24,528.0,Ahmedabad,Mumbai,Hyderabad,Chennai,0,,,2024-06-13
M-1004,O-70081,Azithromycin,Antibiotic for bacterial infections.,B-2804,2022-11-23,38140,RMS,Lucknow,750,2025-06-26,,Ahmedabad,Mumbai,Ahmedabad,Lucknow,0,,,2023-05-18
M-1006,O-77515,Omeprazole,Treats GERD and other stomach issues.,B-8044,2020-06-02,20110,Dis,Jaipur,5,2021-07-29,-1232.0,Kolkata,Jaipur,Mumbai,Chennai,34053,Understock,,2021-01-13
M-1009,O-66039,Cefixime,Antibiotic for respiratory and UTI infections.,B-5974,2023-12-27,39920,Ret,Lucknow,18,2026-11-29,717.0,Lucknow,Kolkata,Pune,Delhi,0,,8000.0,2024-05-18
M-1002,O-58150,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7633,2023-04-20,57900,Ret,Ahmedabad,18,2024-05-09,-217.0,Ahmedabad,Hyderabad,Lucknow,Kolkata,0,,980.0,2024-09-08
M-1006,O-73610,Omeprazole,Treats GERD and other stomach issues.,B-9097,2024-04-16,20370,Dis,Hyderabad,6,2027-03-24,832.0,Ahmedabad,Hyderabad,Lucknow,Kolkata,4271,Understock,,2024-12-08
M-1007,O-60319,Cetirizine,Antihistamine for allergy symptoms.,B-7098,2024-12-02,50940,RMS,Jaipur,10,2027-04-04,,Mumbai,Mumbai,Bangalore,Jaipur,0,,,2024-12-06
M-1004,O-83005,Azithromycin,Antibiotic for bacterial infections.,B-9425,2024-10-04,32100,Man,Lucknow,17,2027-07-11,941.0,Bangalore,Chennai,Lucknow,Bangalore,0,,,2024-11-02
M-1008,O-11887,Dolo 650,Brand of paracetamol for pain & fever.,B-1841,2024-10-08,7340,RMS,Delhi,65,2027-06-01,,Hyderabad,Ahmedabad,Mumbai,Delhi,0,,,2024-10-19
M-1001,O-99782,Amoxicillin,Antibiotic for bacterial infections.,B-5055,2021-12-08,10270,Man,Chennai,23,2022-07-24,-872.0,Mumbai,Mumbai,Chennai,Pune,0,,,2022-02-16
M-1013,O-95866,Montelukast,Prevents asthma & seasonal allergies.,B-2072,2024-06-28,25480,RMS,Mumbai,167,2026-03-31,,Bangalore,Chennai,Hyderabad,Mumbai,0,,,2024-07-25
M-1011,O-31146,Pantoprazole,Treats stomach & esophagus problems.,B-5474,2020-12-02,41280,Ret,Hyderabad,4,2022-10-14,-790.0,Hyderabad,Pune,Pune,Ahmedabad,0,,8740.0,2021-05-12
M-1011,O-54824,Pantoprazole,Treats stomach & esophagus problems.,B-9921,2023-12-13,69820,Man,Pune,1,2025-03-01,79.0,Lucknow,Delhi,Pune,Chennai,0,,,2024-03-19
M-1004,O-70924,Azithromycin,Antibiotic for bacterial infections.,B-9849,2023-02-16,11410,Ret,Chennai,4,2024-05-26,-200.0,Chennai,Jaipur,Ahmedabad,Lucknow,0,,3010.0,2023-05-16
M-1010,O-75666,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-4601,2021-04-12,90880,Ret,Ahmedabad,21,2023-01-20,-692.0,Ahmedabad,Delhi,Delhi,Chennai,0,,7480.0,2023-01-31
M-1012,O-23850,Levofloxacin,Antibiotic for bacterial infections.,B-4535,2021-06-04,6220,Man,Mumbai,4,2023-07-02,-529.0,Bangalore,Pune,Mumbai,Ahmedabad,0,,,2023-05-21
M-1012,O-57521,Levofloxacin,Antibiotic for bacterial infections.,B-5695,2024-03-24,75300,Man,Delhi,25,2025-11-05,328.0,Kolkata,Chennai,Delhi,Bangalore,0,,,2024-09-21
M-1008,O-98722,Dolo 650,Brand of paracetamol for pain & fever.,B-3625,2021-11-30,3140,Dis,Ahmedabad,16,2023-11-12,-396.0,Kolkata,Ahmedabad,Kolkata,Lucknow,6587,Understock,,2024-05-11
M-1009,O-73479,Cefixime,Antibiotic for respiratory and UTI infections.,B-5732,2022-08-26,37500,Dis,Hyderabad,28,2024-09-19,-84.0,Mumbai,Hyderabad,Bangalore,Lucknow,22250,Understock,,2022-10-22
M-1003,O-11436,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3434,2021-06-14,89348,Man,Bangalore,1,2023-08-13,-487.0,Ahmedabad,Pune,Bangalore,Pune,0,,,2023-09-11
M-1006,O-16111,Omeprazole,Treats GERD and other stomach issues.,B-2223,2021-04-25,75810,Ret,Jaipur,8,2024-01-10,-337.0,Jaipur,Kolkata,Hyderabad,Chennai,0,,9710.0,2021-05-12
M-1011,O-24063,Pantoprazole,Treats stomach & esophagus problems.,B-3832,2022-12-09,99700,Man,Lucknow,22,2025-03-09,87.0,Ahmedabad,Chennai,Lucknow,Bangalore,0,,,2023-06-02
M-1003,O-59112,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1189,2024-03-17,15790,Dis,Lucknow,3,2026-06-07,542.0,Lucknow,Lucknow,Kolkata,Kolkata,8661,Understock,,2024-04-08
M-1014,O-57252,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3017,2022-06-24,60810,Man,Lucknow,25,2024-02-14,-302.0,Lucknow,Hyderabad,Lucknow,Delhi,0,,,2024-06-06
M-1010,O-86849,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3394,2020-03-02,86500,Ret,Kolkata,27,2022-10-06,-798.0,Kolkata,Chennai,Ahmedabad,Pune,0,,8400.0,2021-11-03
M-1003,O-86569,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2849,2022-06-22,48020,Man,Bangalore,30,2023-03-10,-643.0,Jaipur,Chennai,Bangalore,Jaipur,0,,,2023-07-17
M-1013,O-37801,Montelukast,Prevents asthma & seasonal allergies.,B-4886,2023-05-30,69810,RMS,Chennai,562,2025-02-04,,Lucknow,Chennai,Chennai,Chennai,0,,,2024-03-12
M-1007,O-11812,Cetirizine,Antihistamine for allergy symptoms.,B-5807,2021-10-03,59820,Dis,Pune,22,2023-03-29,-624.0,Ahmedabad,Pune,Bangalore,Kolkata,35408,Understock,,2024-06-10
M-1002,O-67625,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2695,2022-08-04,2380,Ret,Ahmedabad,2,2024-10-27,-46.0,Ahmedabad,Delhi,Hyderabad,Mumbai,0,,1560.0,2023-10-25
M-1008,O-99269,Dolo 650,Brand of paracetamol for pain & fever.,B-9205,2024-08-05,52590,RMS,Ahmedabad,129,2025-04-10,,Ahmedabad,Hyderabad,Jaipur,Ahmedabad,0,,,2024-08-29
M-1006,O-75269,Omeprazole,Treats GERD and other stomach issues.,B-9229,2019-12-17,24720,Dis,Hyderabad,23,2020-12-21,-1452.0,Lucknow,Hyderabad,Mumbai,Jaipur,15899,Understock,,2024-07-07
M-1004,O-94551,Azithromycin,Antibiotic for bacterial infections.,B-3947,2023-07-20,92520,Man,Pune,20,2024-07-14,-151.0,Lucknow,Jaipur,Pune,Chennai,0,,,2024-06-18
M-1011,O-30447,Pantoprazole,Treats stomach & esophagus problems.,B-1200,2020-04-21,74170,Dis,Mumbai,27,2022-08-02,-863.0,Bangalore,Mumbai,Chennai,Delhi,1152,Understock,,2023-10-11
M-1008,O-42331,Dolo 650,Brand of paracetamol for pain & fever.,B-9235,2021-09-30,32570,Ret,Hyderabad,18,2024-04-26,-230.0,Hyderabad,Hyderabad,Chennai,Pune,0,,2980.0,2021-11-21
M-1014,O-84162,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-1704,2020-01-04,77440,RMS,Lucknow,1804,2021-08-09,,Kolkata,Delhi,Hyderabad,Lucknow,0,,,2021-11-17
M-1005,O-67785,Metformin,Controls blood sugar in type 2 diabetes.,B-6833,2021-12-25,94880,Man,Mumbai,26,2023-10-07,-432.0,Lucknow,Chennai,Mumbai,Lucknow,0,,,2023-02-11
